"index","board","decision_node","status","output_directory","combos","iteration","exploitability","elapsed_ms","error"
"265","8s 4h 2d","BTN_RESPONSE","done","0265_8s_4h_2d","224","140","479808211326599","17715",""
"266","8s 3h 2d","BTN_RESPONSE","done","0266_8s_3h_2d","225","140","490263789892197","17167",""
"267","7s 6h 5d","BTN_RESPONSE","done","0267_7s_6h_5d","217","120","463473975658417","14659",""
"268","7s 6h 4d","BTN_RESPONSE","done","0268_7s_6h_4d","219","129","453615933656693","16754",""
"269","7s 6h 3d","BTN_RESPONSE","done","0269_7s_6h_3d","220","150","489660412073135","18587",""
"270","7s 6h 2d","BTN_RESPONSE","done","0270_7s_6h_2d","221","130","494811743497849","16749",""
"271","7s 5h 4d","BTN_RESPONSE","done","0271_7s_5h_4d","220","129","48757404088974","16214",""
"272","7s 5h 3d","BTN_RESPONSE","done","0272_7s_5h_3d","221","129","480613708496094","16161",""
"273","7s 5h 2d","BTN_RESPONSE","done","0273_7s_5h_2d","222","137","456939816474915","16750",""
"274","7s 4h 3d","BTN_RESPONSE","done","0274_7s_4h_3d","223","129","484669774770737","16264",""
"275","7s 4h 2d","BTN_RESPONSE","done","0275_7s_4h_2d","224","140","491510510444641","17228",""
"276","7s 3h 2d","BTN_RESPONSE","done","0276_7s_3h_2d","225","140","490306675434113","18060",""
"277","6s 5h 4d","BTN_RESPONSE","done","0277_6s_5h_4d","219","120","449649393558502","14972",""
"278","6s 5h 3d","BTN_RESPONSE","done","0278_6s_5h_3d","220","129","475870996713638","16492",""
"279","6s 5h 2d","BTN_RESPONSE","done","0279_6s_5h_2d","221","129","490957409143448","16629",""
"280","6s 4h 3d","BTN_RESPONSE","done","0280_6s_4h_3d","222","129","462010443210602","16070",""
"281","6s 4h 2d","BTN_RESPONSE","done","0281_6s_4h_2d","223","129","484422534704208","16749",""
"282","6s 3h 2d","BTN_RESPONSE","done","0282_6s_3h_2d","224","137","480188250541687","17384",""
"283","5s 4h 3d","BTN_RESPONSE","done","0283_5s_4h_3d","223","129","465576440095901","16829",""
"284","5s 4h 2d","BTN_RESPONSE","done","0284_5s_4h_2d","224","120","498329281806946","15608",""
"285","5s 3h 2d","BTN_RESPONSE","done","0285_5s_3h_2d","225","120","480965107679367","16045",""
"286","4s 3h 2d","BTN_RESPONSE","done","0286_4s_3h_2d","227","121","496862143278122","15688",""
