flop_category,hand_category,boards_present,active_combos,reach_sum,mean_check_frequency,mean_donk_frequency,policy,mean_local_loss_bb,max_combo_loss_bb
A[J-T][4-2],Top pair,6,324,36647.757700000024,0.9631803302469136,0.036819679012345674,X,2.0896603240212646e-05,0.012534743519999836
A[J-T][4-2],Two pair+,6,102,14690.314499999995,0.906685137254902,0.09331488235294118,X,7.94336263382777e-07,6.101399999920431e-05
A[J-T][4-2],Second pair,6,306,23520.41004000004,0.9915160169590643,0.008483980116959064,X,0.0,0.0
A[J-T][9-5],Underpair,5,30,2901.6875,0.9999994666666666,5.333333333333332e-07,X,0.0,0.0
A[J-T][4-2],Underpair,3,18,1777.4226,0.9999981666666667,1.8333333333333335e-06,X,0.0,0.0
A[9-7]x,Weak pair,18,552,103820.69399999978,0.993108727469136,0.006891265586419753,X,1.6180683941323262e-06,0.0008460426780000141
A[9-7]x,Air,18,3164,311642.99345999944,0.9964602089862686,0.0035397901566178083,X,1.9896939962770685e-05,0.007793292399000062
A[9-7]x,Top pair,18,1134,135863.27109999972,0.9623698712522045,0.03763013139329806,X,5.076133836248602e-06,0.005416262560000007
A[9-7]x,Gutshot,18,400,43344.874330000035,0.9418770473214284,0.05812298591269841,X,9.617212061143937e-05,0.011308580712000093
A[9-7]x,Third pair,18,354,42891.83250000002,0.9105274574735449,0.08947254964726631,X,0.00027099930796608185,0.02437653998000009
A[9-7]x,Second pair,18,480,61164.84223,0.9694961967458983,0.030503805916305915,X,2.395995332149492e-06,0.0004301771599999782
A[9-7]x,OESD,10,108,13584.714189999995,0.8649406666666668,0.1350593416666667,X,1.178415275175901e-05,0.0008016875999999229
A[9-7]x,Two pair+,18,200,32638.812599999987,0.839282537037037,0.16071745185185185,X,5.9363068358569775e-05,0.09542000000000002
A[9-7]x,Underpair,18,312,43032.33979999999,0.9999012584876544,9.873688271604938e-05,X,0.0,0.0
A[6-2]x,Weak pair,9,120,23845.56,0.8661022499999999,0.13389776543209875,X,0.0,0.0
A[6-2]x,Gutshot,10,212,24926.96100000001,0.683724894375,0.31627511249999996,X,0.00744384508242169,0.06754220227999994
A[6-2]x,Third pair,10,135,14666.9136,0.7728174541666666,0.22718254583333333,X,0.002163140968870963,0.035044315469999886
A[6-2]x,Air,10,1888,195240.82167999976,0.9773109630904756,0.022689036321690326,X,0.000683086852489925,0.060029544275999935
A[6-2]x,Top pair,10,630,77938.59279999997,0.8478016031746032,0.15219839206349206,X,5.4547791555198115e-05,0.012844861540001062
A[6-2]x,OESD,6,48,6949.392999999996,0.6329403541666667,0.36705964583333334,X/D,0.0022461156050834676,0.010018022610000088
A[6-2]x,Second pair,10,219,27888.3874,0.758768200462963,0.24123180555555557,X,0.0017514921801038727,0.04659915092000002
A[6-2]x,Two pair+,10,142,22211.597200000004,0.5212409474999999,0.47875905874999997,X/D,0.004744338354980869,0.0608949999999993
A[6-2]x,Underpair,10,360,58574.10899999998,0.9576769394642858,0.042323059146825395,X,3.064596237163978e-05,0.0012505260000001072
BBB,Weak pair,4,204,34954.578999999976,0.9997399259259259,0.0002600740740740741,X,0.0,0.0
BBB,Air,4,224,27601.12499999999,1.0,0.0,X,0.0,0.0
BBB,Top pair,4,177,18202.725700000003,0.9998283242063492,0.00017167023809523812,X,0.0,0.0
BBB,Gutshot,4,176,22424.393400000004,0.9990937760416667,0.0009062239583333333,X,0.0,0.0
BBB,Second pair,4,150,15171.565199999995,0.9992870389610389,0.000712961038961039,X,0.0,0.0
BBB,OESD,4,96,11418.419899999994,0.9967467938988096,0.0032532061011904764,X,0.0,0.0
BBB,Third pair,4,168,14735.089819999994,0.9964791772727274,0.0035208116161616165,X,0.0,0.0
BBB,Two pair+,4,218,20186.63019,0.9898441467833231,0.010155857248934877,X,0.0,0.0
BBx,Weak pair,47,2166,391524.986700002,0.9999742741472476,2.5725916075650116e-05,X,0.0,0.0
BBx,Air,47,4776,613582.8394999981,0.9999996548116901,3.4518831010026895e-07,X,0.0,0.0
BBx,Top pair,47,2433,255292.59089999992,0.9978108963923158,0.002189100611213752,X,4.250518164339483e-09,3.1921800001555313e-06
BBx,Second pair,47,2376,219112.9529700006,0.9989488762280129,0.0010511247816035708,X,3.3677051987420683e-09,1.8932899997992082e-06
BBx,Third pair,47,1023,131473.46682000003,0.9960020065856129,0.00399799504671845,X,3.6628501312940974e-07,0.000140773799999927
BBx,Gutshot,47,2188,254793.5067900001,0.9969761111934611,0.003023892711898031,X,1.0370105729793527e-08,1.6756621000002526e-05
BBx,Two pair+,47,958,104909.71829999993,0.9957127215129835,0.004287275797068374,X,9.145622909840728e-09,8.46773999967354e-06
BBx,OESD,46,1040,96749.20378,0.9963153830939442,0.003684605402432712,X,3.6986293377479694e-09,1.8146200002178148e-06
BBx,Underpair,16,96,9793.018499999998,0.99995290625,4.7093749999999996e-05,X,0.0,0.0
K/Qx con,Weak pair,12,252,50441.50200000001,0.9997506638888889,0.00024933842592592587,X,0.0,0.0
K/Qx con,Air,14,2368,277718.27528999944,0.9890209402219682,0.01097906116350232,X,1.4351935464152282e-06,0.005544855023999951
K/Qx con,Top pair,14,870,90651.43240000024,0.9556092971500721,0.04439070176767677,X,2.322584792528007e-05,0.025449466960000677
K/Qx con,Gutshot,14,388,42883.29849000004,0.95866065037594,0.04133935354010026,X,1.2735340492577192e-05,0.00302064423000008
K/Qx con,Third pair,14,270,36363.23649999999,0.9900086562641723,0.009991348327664398,X,8.691165151491048e-06,0.001577448600000153
K/Qx con,Second pair,14,309,41131.49932,0.990488860856009,0.009511141723356011,X,7.055510483871385e-06,0.0012959201099999262
K/Qx con,OESD,14,180,20798.83956999999,0.9696673214285714,0.03033267559523809,X,0.0,0.0
K/Qx con,Two pair+,14,178,28016.031699999963,0.947160961564626,0.05283904353741497,X,0.0,0.0
K/Qx con,Underpair,14,420,69344.19600000003,0.9946079897392293,0.005392000623582767,X,3.0235244535823637e-08,1.0899840000000438e-05
K/Qx dis,Weak pair,42,1092,215931.29899999997,0.9993732826719578,0.0006267209656084657,X,9.958781854775648e-10,4.6996599998294644e-07
K/Qx dis,Air,42,7408,877351.378420005,0.9952172994409322,0.0047827011253547946,X,8.951615587119267e-07,0.014469422939999976
K/Qx dis,Top pair,42,2616,272105.0007999991,0.9804586892479215,0.01954130888133031,X,5.776851905049895e-06,0.0232141361999993
K/Qx dis,Third pair,42,747,92781.45639999997,0.9970240248110356,0.002975977900604686,X,1.1121641707478655e-06,0.0005112905400000755
K/Qx dis,Gutshot,38,1124,119596.07734999979,0.9840058021536215,0.015994192929037337,X,8.320665184761392e-08,8.286650000002282e-05
K/Qx dis,Second pair,42,1092,145954.3844600003,0.9958323190178426,0.004167677816429603,X,5.651321534773641e-08,6.439370000013155e-05
K/Qx dis,OESD,26,260,30594.59409999997,0.982608940705128,0.017391041666666662,X,7.361744139371964e-07,0.00013014612000077362
K/Qx dis,Two pair+,42,446,75107.11240000006,0.9803476416666667,0.019652366071428572,X,6.407520945600936e-08,1.3039299997785746e-05
K/Qx dis,Underpair,42,924,143031.60199999972,0.9982014738756616,0.0017985312547241115,X,0.0,0.0
[J-8]x con,Weak pair,22,444,91745.19999999994,0.9155735787698412,0.08442641706349206,X,2.3489861425181517e-05,0.002066163399999965
[J-8]x con,Air,26,3966,489335.8924800011,0.9521274319016726,0.047872568404307175,X,0.00015355756161174492,0.02651373330000002
[J-8]x con,Gutshot,26,984,122223.40150999987,0.865474729323011,0.1345252752847839,X,0.0005723792177746309,0.14505999999999997
[J-8]x con,OESD,26,488,62698.42049999994,0.8678372575132887,0.13216275790979382,X,0.0005734499925182169,0.049195729799999734
[J-8]x con,Third pair,26,528,72053.20549999991,0.9397475787647536,0.06025242718253968,X,4.3801004039038956e-05,0.01174987776000016
[J-8]x con,Second pair,26,600,82562.52116000002,0.9298263299196172,0.0701736802960928,X,1.6800263903492844e-05,0.006042509480000291
[J-8]x con,Two pair+,26,527,76208.63313000002,0.8292948988208848,0.17070511114263748,X,4.817083048770076e-05,0.01835384879999964
[J-8]x con,Top pair,26,1194,131765.96382000003,0.9055866241007097,0.09441337546726068,X,1.807300572218064e-05,0.0022013441500000398
[J-8]x con,Underpair,22,444,85801.25100000015,0.9026236284632034,0.09737636774891772,X,2.301184019100307e-05,0.0019057444499999577
[J-8]x dis,Weak pair,67,1602,328954.0690000003,0.9484418357794361,0.05155816554726368,X,1.514637512772877e-06,0.0005058041999999929
[J-8]x dis,Air,67,10993,1373144.7951200102,0.9708651460580542,0.029134853030857225,X,6.84264210424401e-05,0.03466120649899995
[J-8]x dis,Third pair,67,1269,160549.46520000004,0.9681661264984602,0.031833877011766556,X,1.057166806028001e-05,0.003061546700000406
[J-8]x dis,Gutshot,67,2324,279922.6212200013,0.9266839744688554,0.07331602403147287,X,0.00027900107716280395,0.07755999999999989
[J-8]x dis,OESD,63,1004,119563.82432000009,0.9134140838319088,0.08658591365486361,X,2.4304213547388604e-05,0.010637245439999887
[J-8]x dis,Second pair,67,1671,242769.3959899997,0.9495203061449603,0.05047969840157079,X,1.0041294849654028e-05,0.002880881249999945
[J-8]x dis,Two pair+,67,905,152928.84893000012,0.8942618861929386,0.10573810901025692,X,5.872263020980794e-06,0.004270911560000456
[J-8]x dis,Top pair,67,3210,346313.998410001,0.9369579810816868,0.0630420190392666,X,6.080146352150047e-06,0.011599953860000766
[J-8]x dis,Underpair,52,726,135453.74200000014,0.9597028255876066,0.040297175480769235,X,8.737865334918534e-07,0.0004308029500002419
[J-8]x dis,2 overcards + BDFD,67,1059,73882.99140000001,0.9115601624391501,0.08843983991737947,X,0.001278907703819826,0.12251436408000008
[J-8]x con,2 overcards + BDFD,23,414,29190.9746,0.8517030406027146,0.1482969581090407,X,0.0017643610635908267,0.102989916722
[J-8]x con,Overpair,18,204,28479.20300000001,0.8480345771604938,0.15196543209876548,X,7.631372392328166e-05,0.0022907601599996496
[J-8]x dis,Overpair,46,486,66382.625,0.8982083961352655,0.10179160265700482,X,1.2226416344762009e-05,0.0009229510399997309
[7-4]x,Weak pair,16,180,39880.50900000007,0.4375216701388889,0.5624783194444445,D/X,0.0005557656027501371,0.003925819779999884
[7-4]x,Gutshot,20,920,124976.34578000019,0.5070377025811811,0.4929623004295197,X/D,0.001030279100456084,0.05999999999999996
[7-4]x,OESD,19,328,46247.99540000001,0.4493660391969508,0.550633967804929,D/X,0.0003725610319066451,0.004114351799999838
[7-4]x,Third pair,20,273,34172.70469999998,0.5862341368055556,0.4137658616666666,X/D,0.0018681222403143314,0.06600000000000002
[7-4]x,Air,20,2955,332261.0366999997,0.828172024946349,0.17182797550449508,X,0.001280743974214195,0.07681992450599999
[7-4]x,Two pair+,20,380,68936.96439999985,0.36669398368626255,0.6333060110010195,D/X,0.0007332549952164412,0.023358652199999597
[7-4]x,Second pair,20,402,55526.37470000001,0.5611693202314816,0.43883068657407415,X/D,0.0011084034356729,0.05579499999999982
[7-4]x,Top pair,20,507,74627.15569999996,0.5215197525925925,0.47848024375,X/D,0.0012418044336514064,0.07756500000000024
[7-4]x,Overpair,20,570,99910.96899999982,0.5336504631349206,0.4663495400595239,X/D,0.0006011602328902318,0.005673637350000149
[7-4]x,2 overcards + BDFD,20,1125,144919.47300000017,0.4822474941131465,0.5177525121549842,D/X,0.005309430461003761,0.10288006755900003
[7-4]x,Underpair,10,90,18932.063999999995,0.5116205333333335,0.48837945833333335,X/D,0.000713300951659322,0.003676819300000034
